0	20.029803
1	20.135821
2	20.217736
3	20.362897
4	20.545739
5	20.797540
6	21.146150
7	21.461145
8	21.764663
9	22.185107
10	22.605948
11	23.103585
12	23.446009
13	23.925939
14	24.409970
15	24.896974
16	25.514783
17	25.958333
18	26.356446
19	26.968656
20	27.539199
21	28.103059
22	28.460551
23	28.921028
24	29.491949
25	29.987548
26	30.269224
27	30.825240
28	31.302237
29	31.658913
30	32.008779
31	32.608242
32	32.880091
33	33.343559
34	33.781619
35	34.070588
36	34.272973
37	34.700902
38	34.970231
39	35.509703
40	35.885693
41	36.223315
42	36.421925
43	36.967548
44	37.443252
45	37.528266
46	37.975605
47	38.451095
48	38.832073
49	39.336651
50	39.914993
51	40.286525
52	40.968619
53	41.622037
54	42.055716
55	42.583655
56	43.064245
57	43.618404
58	43.872080
59	44.023807
60	44.771447
61	44.836759
62	45.604263
63	46.042748
64	46.326764
65	46.822022
66	47.419882
67	47.498935
68	47.890226
69	48.465261
70	48.812683
71	49.278573
72	49.698854
73	50.305763
74	50.638809
75	50.961762
76	51.007873
77	51.740990
78	52.008832
79	52.462205
80	52.930040
81	53.388302
82	53.793746
83	54.082795
84	54.804828
85	55.005629
86	55.415573
87	55.511808
88	56.280997
89	56.509100
90	56.411185
91	57.459541
92	57.319670
93	57.371333
94	57.759847
95	57.912947
96	58.305758
97	58.852210
98	59.086416
99	59.493704
100	60.000214
101	60.635665
102	60.984540
103	61.370158
104	61.385162
105	61.741365
106	62.435722
107	62.751650
108	63.150628
109	63.615162
110	63.941204
111	64.074464
112	64.994894
113	65.639409
114	65.859486
115	66.231850
116	66.296582
117	66.733945
118	66.730109
119	67.285469
120	67.603958
121	68.214981
122	68.061064
123	68.285067
124	68.931377
125	69.228034
126	69.934219
127	70.319332
128	70.959389
129	70.844014
130	71.156153
131	71.548032
132	71.712591
133	71.905930
134	72.522563
135	72.899085
136	72.789686
137	73.318519
138	74.114587
139	74.119627
140	74.270228
141	74.307475
142	75.001540
143	75.710079
144	75.714481
145	75.824076
146	75.981976
147	75.992693
148	76.730457
149	77.398180
150	78.302432
151	78.934536
152	79.643822
153	80.261312
154	81.511129
155	82.687269
156	82.322146
157	82.022578
158	82.100545
159	82.857176
160	83.723086
161	84.232649
162	84.590701
163	84.561694
164	84.751793
165	85.001608
166	85.531254
167	86.009744
168	86.395819
169	86.220688
170	86.228743
171	86.279278
172	86.615350
173	86.681359
174	87.728433
175	88.428262
176	88.024061
177	88.760441
178	88.609570
179	88.930579
180	88.236206
181	88.830279
182	89.405520
183	88.928954
184	89.662889
185	90.521341
186	91.493253
187	91.417789
188	91.558029
189	91.707749
190	93.002558
191	93.011857
192	92.769138
193	93.033151
194	93.342442
195	93.671906
196	93.695554
197	93.425506
198	93.574057
199	93.909181
200	94.037145
201	94.248444
202	94.048689
203	94.198133
204	94.032331
205	94.362757
206	94.966340
207	95.041959
208	94.876703
209	95.403255
210	95.324729
211	95.694592
212	95.780066
213	96.030886
214	95.733757
215	96.246594
216	96.454977
217	97.338339
218	97.806022
219	97.488194
220	97.449757
221	97.785808
222	97.872785
223	97.858851
224	97.662444
225	97.494722
226	98.448638
227	98.617305
228	99.926732
229	100.191105
230	99.958209
231	100.136861
232	100.946796
233	100.586293
234	101.474358
235	101.365784
236	101.189277
237	101.024193
238	101.410498
239	101.491957
240	101.275542
241	101.426036
242	101.540323
243	101.373159
244	101.254563
245	101.391519
246	102.162281
247	102.504141
248	102.556428
249	102.953156
250	103.059627
251	103.158445
252	103.870197
253	103.952773
254	103.634698
255	103.260700
256	103.795244
257	105.065032
258	105.932601
259	106.454314
260	106.414021
261	106.103825
262	105.593975
263	105.198394
264	105.662736
265	106.920050
266	106.953090
267	107.239576
268	107.512438
269	107.623589
270	108.043497
271	108.461155
272	108.356748
273	108.949516
274	109.168945
275	109.512732
276	108.508041
277	112.232055
278	112.457239
279	113.210450
280	113.233078
281	113.606642
282	114.745638
283	115.167125
284	116.078571
285	117.269596
286	119.578112
287	119.505394
288	121.576253
289	120.289736
290	121.237759
291	121.555809
292	120.912755
293	120.193394
294	119.404247
295	120.082801
296	121.350793
297	121.951154
298	121.458133
299	121.373864
300	120.837289
301	120.766071
302	120.571873
303	121.270379
304	122.140983
305	123.292506
306	122.383664
307	121.972428
308	121.369510
309	121.462476
310	121.065119
311	122.024700
312	122.504980
313	123.137684
314	123.796009
315	124.778295
316	124.158154
317	124.656941
318	124.496221
319	123.893506
320	123.433230
321	123.481842
322	122.787790
323	122.362205
324	122.162527
325	122.083473
326	123.292409
327	122.357680
