0	5640	29478	4882
1	4192	29330	6478
2	3227	28717	8056
3	2591	27767	9642
4	2276	26742	10982
5	1933	25830	12237
6	1882	25510	12608
7	1633	25367	13000
8	1501	24503	13996
9	1336	24893	13771
10	1140	24033	14827
11	1246	23540	15214
12	1169	23451	15380
13	1171	22626	16203
14	1180	22600	16220
15	1487	22528	15985
16	1157	22457	16386
17	1105	21680	17215
18	1224	21975	16801
19	1089	21204	17707
20	1103	21662	17235
21	1256	21468	17276
22	913	20978	18109
23	804	20453	18743
24	1204	19962	18834
25	972	20396	18632
26	854	20075	19071
27	1043	19343	19614
28	987	20053	18960
29	1070	19714	19216
30	898	19627	19475
31	694	19264	20042
32	651	19194	20155
33	771	18370	20859
34	646	18256	21098
35	765	18511	20724
36	859	18163	20978
37	784	18025	21191
38	685	18319	20996
39	635	17218	22147
40	437	17504	22059
41	734	16316	22950
42	830	17851	21319
43	583	16657	22760
44	487	17246	22267
45	289	17077	22634
46	990	15465	23545
47	735	17036	22229
48	874	15375	23751
49	408	16655	22937
50	537	17648	21815
51	641	15832	23527
52	387	16979	22634
53	525	16862	22613
54	485	16814	22701
55	443	16432	23125
56	448	15067	24485
57	450	15253	24297
58	588	15999	23413
59	524	14747	24729
60	387	14754	24859
61	569	15993	23438
62	640	13937	25423
63	558	14111	25331
64	269	14577	25154
65	217	15315	24468
66	432	15169	24399
67	429	14410	25161
68	375	14105	25520
69	310	15323	24367
70	479	14523	24998
71	781	13707	25512
72	222	13506	26272
73	597	14159	25244
74	404	14676	24920
75	342	15325	24333
76	364	13439	26197
77	470	12861	26669
78	502	13142	26356
79	914	13288	25798
80	352	13624	26024
81	566	12259	27175
82	318	14331	25351
83	263	14218	25519
84	279	13115	26606
85	127	13653	26220
86	448	14160	25392
87	296	13351	26353
88	647	13260	26093
89	214	13887	25899
90	312	11831	27857
91	483	13955	25562
92	82	12921	26997
93	231	13965	25804
94	428	14083	25489
95	394	13136	26470
96	312	12917	26771
97	220	13092	26688
98	368	13147	26485
99	590	13094	26316
100	680	14889	24431
101	370	13256	26374
102	627	11890	27483
103	446	13319	26235
104	637	13871	25492
105	176	11614	28210
106	711	11763	27526
107	272	13224	26504
108	376	12848	26776
109	425	12555	27020
110	245	11979	27776
111	858	13475	25667
112	329	12683	26988
113	543	13565	25892
114	305	13381	26314
115	528	12965	26507
116	344	13521	26135
117	213	14522	25265
118	319	14305	25376
119	621	13590	25789
