0	12045	13684	10338	3933
1	8958	14549	11005	5488
2	7464	13691	11411	7434
3	6887	12403	11701	9009
4	7000	11341	11662	9997
5	7898	10554	11512	10036
6	8937	10250	11371	9442
7	10094	10275	11164	8467
8	10691	10554	11049	7706
9	10958	10880	10921	7241
10	10707	11360	10925	7008
11	10265	11402	10907	7426
12	9944	11431	11106	7519
13	9978	11329	11061	7632
14	9820	11395	11142	7643
15	9446	11409	11162	7983
16	9531	11364	11200	7905
17	9704	11207	11176	7913
18	9757	11212	11220	7811
19	9852	11171	11324	7653
20	9926	11082	11252	7740
21	10025	11094	11206	7675
22	9778	11287	11230	7705
23	9562	11376	11253	7809
24	9499	11103	11311	8087
25	9832	10798	11186	8184
26	10055	10847	11132	7966
27	10225	10877	11135	7763
28	10144	11274	11010	7572
29	9902	11379	11044	7675
30	9864	11269	11037	7830
31	9879	11286	10987	7848
32	9894	11317	11009	7780
33	9956	11057	11170	7817
34	10046	10977	11166	7811
35	9968	11202	11150	7680
36	9891	11312	11174	7623
37	9809	11360	11249	7582
38	9833	11138	11239	7790
39	9915	10973	11369	7743
40	10019	10853	11322	7806
41	10134	11091	11264	7511
42	9906	11317	11246	7531
43	9680	11454	11266	7600
44	9630	11204	11345	7821
45	9646	11142	11353	7859
46	9791	11111	11421	7677
47	9701	11229	11360	7710
48	9752	11096	11345	7807
49	9652	11112	11310	7926
50	9703	11076	11230	7991
51	9792	11144	11218	7846
52	9819	11247	11280	7654
53	9818	11193	11255	7734
54	9697	11277	11199	7827
55	9616	11308	11151	7925
56	9573	11351	11150	7926
57	9673	11228	11227	7872
58	9467	11119	11307	8107
59	9565	11010	11233	8192
60	9870	10981	11223	7926
61	9853	11061	11097	7989
62	10085	11036	11079	7800
63	10089	11317	11110	7484
64	9726	11387	11164	7723
65	9188	11394	11223	8195
66	9263	11156	11321	8260
67	9283	11048	11338	8331
68	9601	10858	11240	8301
69	9863	10734	11199	8204
70	10268	10697	11113	7922
71	10546	10922	10985	7547
72	10515	11079	11033	7373
73	10395	11206	11106	7293
74	10218	11239	11005	7538
75	10012	11467	10971	7550
76	9654	11556	11070	7720
77	9318	11470	11081	8131
78	9298	11192	11084	8426
79	9553	10995	11048	8404
80	9527	11025	10974	8474
81	9814	10880	11081	8225
82	9929	11002	11024	8045
83	10180	10939	11086	7795
84	10141	10919	11092	7848
85	9941	11113	11094	7852
86	10124	10956	11152	7768
87	10097	11127	11192	7584
88	9816	11340	11178	7666
89	9828	11366	11148	7658
90	9787	11294	11114	7805
91	9699	11214	11084	8003
92	9753	11105	11075	8067
93	10085	11166	10952	7797
94	10009	11274	11029	7688
95	9901	11353	11025	7721
96	9658	11342	11088	7912
97	9931	11226	11103	7740
98	9877	11303	11066	7754
99	9835	11431	11098	7636
100	9763	11353	11138	7746
101	9758	11182	11203	7857
102	9837	11113	11202	7848
103	9738	11189	11210	7863
104	9752	11268	11133	7847
105	9873	11215	11117	7795
106	9880	11209	11116	7795
107	9895	11111	11184	7810
108	9848	11004	11203	7945
109	10062	11077	11132	7729
110	10132	11064	11082	7722
111	9887	11226	11066	7821
112	9902	11299	10969	7830
113	9984	11175	11029	7812
114	10030	11176	11045	7749
115	10045	11191	11017	7747
116	9693	11323	11114	7870
117	9736	11195	11196	7873
118	9705	11147	11275	7873
119	9947	11071	11244	7738
120	10121	11004	11306	7569
121	10184	11022	11350	7444
122	9914	11188	11340	7558
123	9644	11220	11319	7817
124	9610	11164	11256	7970
125	9680	11198	11198	7924
126	9483	11275	11223	8019
127	9296	11271	11157	8276
128	9724	10904	11138	8234
129	10360	10920	11168	7552
130	10398	11000	11202	7400
131	10207	11158	11122	7513
132	10139	11161	11145	7555
133	10065	11034	11206	7695
134	10230	10886	11227	7657
135	10213	10900	11244	7643
136	10069	10905	11256	7770
137	10374	10944	11190	7492
138	10086	11186	11112	7616
139	9913	11222	11159	7706
140	9843	11236	11169	7752
141	9900	11318	11118	7664
142	9624	11380	11112	7884
143	9557	11333	11176	7934
144	9391	11310	11103	8196
145	9509	11077	11190	8224
146	9672	10981	11162	8185
147	9920	11002	11131	7947
148	9897	11305	11117	7681
149	9962	11266	11217	7555
150	9737	11040	11309	7914
151	9766	10892	11275	8067
152	9612	10881	11205	8302
153	9886	10850	11146	8118
154	10257	10899	11166	7678
155	10370	10961	11090	7579
156	10342	11026	11063	7569
157	10213	11169	11133	7485
158	10121	11040	11251	7588
159	9846	11030	11209	7915
160	9952	10971	11242	7835
161	9898	10813	11303	7986
162	9971	10878	11261	7890
163	10237	10815	11092	7856
164	10366	10915	11089	7630
165	10462	11053	11003	7482
166	10425	11092	11040	7443
167	10000	11151	11129	7720
168	9702	11274	11168	7856
169	9723	11071	11217	7989
170	9923	11064	11210	7803
171	10008	11144	11150	7698
172	9728	11193	11148	7931
173	9874	11135	11198	7793
174	9890	11038	11171	7901
175	9955	10971	11211	7863
176	9804	11121	11233	7842
177	9644	11121	11228	8007
178	9745	11121	11174	7960
179	9868	11052	11162	7918
180	9856	11054	11106	7984
181	9959	11207	11142	7692
182	10129	11029	11148	7694
183	10110	10993	11206	7691
184	10009	11110	11120	7761
185	9840	11211	11038	7911
186	9755	11219	11128	7898
187	10024	11076	11113	7787
188	10140	11109	11108	7643
189	9829	11335	11217	7619
190	9756	11292	11270	7682
191	9452	11275	11241	8032
192	9119	11231	11206	8444
193	9591	10960	11100	8349
194	9835	10880	11026	8259
195	10134	11095	11087	7684
196	10252	11261	11071	7416
197	10257	11096	11218	7429
198	10129	11062	11157	7652
199	10240	10946	11175	7639
200	9934	11202	11202	7662
201	9978	11216	11188	7618
202	9986	11262	11136	7616
203	10164	11144	11113	7579
204	10128	11269	11188	7415
205	9662	11391	11214	7733
206	9409	11439	11214	7938
207	9279	11237	11302	8182
208	9462	11144	11229	8165
209	9630	10986	11205	8179
210	9824	10921	11267	7988
211	9941	10925	11224	7910
212	10259	10912	11097	7732
213	10383	11106	11063	7448
214	10122	11221	11191	7466
215	10107	11268	11204	7421
216	10090	11309	11143	7458
217	9934	11337	11158	7571
218	9486	11588	11142	7784
219	9356	11351	11154	8139
220	9582	11322	11096	8000
221	9562	11288	11139	8011
222	9912	11039	11102	7947
223	9889	11187	11087	7837
224	9711	11297	11053	7939
225	9878	11182	11060	7880
226	9748	11206	11124	7922
227	9837	11159	11087	7917
228	9629	11321	11163	7887
229	9420	11293	11251	8036
230	9504	11006	11271	8219
231	9685	10942	11229	8144
232	10168	10843	11183	7806
233	10507	10900	11119	7474
234	10443	11106	11061	7390
235	10160	11437	11074	7329
236	9998	11485	11209	7308
237	9641	11378	11308	7673
238	9519	11407	11296	7778
239	9166	11331	11239	8264
240	9335	11211	11179	8275
241	9696	11254	11112	7938
242	9783	11325	11164	7728
243	9668	11172	11171	7989
244	9739	10985	11219	8057
245	9884	10975	11223	7918
246	10239	11080	11135	7546
247	10012	11220	11210	7558
248	9645	11334	11279	7742
249	9636	11079	11240	8045
250	9520	11077	11224	8179
251	9433	11140	11224	8203
252	9567	11076	11254	8103
253	9846	10981	11147	8026
254	9777	11216	11128	7879
255	9701	11256	11146	7897
256	9754	11191	11159	7896
257	9697	11102	11174	8027
258	9670	11058	11119	8153
259	9846	10955	11198	8001
260	9785	10960	11206	8049
261	9853	10945	11101	8101
262	9878	10955	11060	8107
263	10332	10981	11021	7666
264	10379	11119	10937	7565
265	10135	11216	11024	7625
266	9991	11377	11062	7570
267	9762	11528	11016	7694
268	9372	11716	11045	7867
269	9237	11382	11054	8327
270	9550	10962	11032	8456
271	9765	10990	11011	8234
272	9893	11123	11038	7946
273	9840	11232	11065	7863
274	9795	11427	11041	7737
275	9924	11379	11041	7656
276	9778	11426	11041	7755
277	9808	11237	11198	7757
278	9766	11191	11193	7850
279	9852	11133	11204	7811
280	9634	11192	11106	8068
281	9819	10921	11024	8236
282	10103	10869	11025	8003
283	10298	11051	10920	7731
284	10216	11359	10892	7533
285	9930	11348	10917	7805
286	9629	11353	11062	7956
287	9629	11222	11144	8005
288	9513	11215	11159	8113
289	9674	10978	11146	8202
290	10233	10851	11040	7876
291	10307	11095	11030	7568
292	10264	11441	11022	7273
293	10197	11517	11040	7246
294	9775	11675	11083	7467
295	9250	11554	11186	8010
296	8959	11344	11221	8476
297	9391	11100	11179	8330
298	9756	11086	11164	7994
299	9791	11005	11213	7991
300	9967	10975	11240	7818
301	10078	11005	11128	7789
302	9992	11184	11088	7736
303	9972	11214	11117	7697
304	9696	11341	11101	7862
305	9515	11478	11103	7904
306	9669	11045	11220	8066
307	9759	10898	11166	8177
308	9971	10716	11089	8224
309	10279	10797	11031	7893
310	10544	11039	10915	7502
311	10515	11338	10931	7216
312	10290	11551	10969	7190
313	9738	11776	11024	7462
314	9335	11603	11066	7996
315	9129	11431	11023	8417
316	9369	11365	11018	8248
317	9456	11253	11129	8162
318	9432	11331	11156	8081
319	9501	11094	11196	8209
320	9549	11057	11153	8241
321	9815	11073	11127	7985
322	9993	11121	11068	7818
323	10135	11263	11042	7560
324	9770	11550	11037	7643
325	9432	11437	11076	8055
326	9402	11305	11163	8130
327	9355	11446	11165	8034
328	9454	11273	11218	8055
329	9337	11254	11223	8186
330	9331	11147	11241	8281
331	9525	11055	11141	8279
332	9708	11128	11139	8025
333	10045	10970	11067	7918
334	9805	11298	10996	7901
335	9656	11298	11096	7950
336	9432	11259	11117	8192
