3	-nan
4	22.351170
5	19.304048
7	16.940889
9	17.890692
10	18.194913
13	19.907689
17	23.005367
20	25.151061
30	36.042826
40	47.137786
50	56.818218
60	69.761264
80	114.407076
100	-nan
